Area,Value,Room,Living,School,Year,Floor
109,260,2,1,0,2000,11
109,260,2,1,0,2000,11
109,400,3,1,1,2000,6
109,400,3,1,1,2000,6
109,400,3,1,1,2000,6
109,460,2,2,1,2000,18
109,460,2,2,1,2000,25
109,550,2,1,0,2000,18
109,550,2,1,0,2000,18
110,300,2,1,0,2000,28
110,375,2,1,1,2000,28
111,285,2,1,1,2000,25
111,285,2,1,1,2000,25
111,290,3,2,0,2000,24
111,290,3,2,0,2000,24
111,325,3,2,0,2000,24
111,325,3,2,0,2000,24
111,325,3,2,0,2000,24
111,560,2,1,1,2000,6
112,250,2,2,1,2000,7
112,288,3,2,1,2000,7
112,288,3,2,1,2000,7
112,288,3,2,1,2000,7
112,288,3,2,1,2000,7
112,360,3,1,0,2000,22
112,388,2,1,1,2000,24
112,450,3,2,1,2000,6
113,299,2,1,1,2000,22
113,330,3,1,1,2000,10
113,330,3,1,1,2000,10
113,840,3,1,1,2000,6
114,310,3,1,1,2000,25
114,310,3,1,1,2000,25
114,310,3,1,1,2000,25
114,350,3,1,0,2000,20
114,405,2,2,0,2000,26
114,410,2,1,0,2000,30
114,450,2,2,1,2000,13
114,480,2,2,1,2000,14
114,565,2,2,0,2000,12
114,570,2,2,0,2000,7
114,570,2,2,0,2000,7
114,750,2,2,1,2000,14
114,750,2,2,1,2000,14
115,278,3,2,1,2000,6
115,278,3,2,1,2000,6
115,278,3,2,1,2000,6
115,280,2,1,0,2000,24
115,330,3,1,1,2000,19
116,275,3,2,0,2000,6
116,315,3,1,1,2000,7
116,378,3,2,0,2000,23
116,380,3,2,0,2000,24
116,380,3,2,0,2000,24
116,390,3,2,1,2000,24
116,450,2,2,1,2000,13
116,770,3,2,1,2000,18
117,415,4,1,1,2000,6
117,430,3,2,1,2000,22
117,430,3,2,1,2000,22
117,430,4,2,0,2000,6
117,480,2,1,1,2000,20
117,480,2,1,1,2000,20
117,500,3,2,0,2000,22
118,235,3,2,1,2000,7
118,250,3,2,1,2000,6
118,260,2,1,0,2000,13
118,260,2,1,0,2000,13
118,260,4,2,1,2000,7
118,285,3,2,0,2000,6
118,350,2,2,1,2000,26
118,533,3,1,0,2000,28
118,533,3,1,0,2000,28
119,320,3,1,1,2000,14
119,490,3,2,1,2000,24
119,515,2,2,1,2000,19
119,515,2,2,1,2000,19
119,550,2,1,0,2000,19
119,590,3,2,1,2000,6
120,200,3,2,1,2000,7
120,315,3,2,1,2000,10
120,340,2,2,0,2000,18
120,365,2,2,1,2000,21
120,410,3,2,1,2000,18
121,260,2,2,1,2000,11
121,299,3,1,0,2000,6
121,299,3,1,0,2000,6
121,635,3,2,1,2000,5
122,280,3,2,1,2000,6
122,298,3,1,1,2000,19
122,320,3,2,1,2000,18
122,399,2,1,1,2000,22
122,650,2,1,1,2000,18
122,650,2,1,1,2000,18
122,900,3,2,1,2000,19
123,230,3,2,1,2000,6
123,420,2,2,1,2000,24
123,438,2,2,1,2000,11
123,500,3,2,0,2000,16
123,500,3,2,0,2000,16
123,505,2,1,0,2000,24
123,505,2,1,0,2000,24
123,533,2,1,0,2000,24
123,645,3,1,1,2000,6
124,260,3,2,1,2000,15
124,350,3,1,1,2000,16
124,430,2,2,1,2000,29
124,445,3,2,1,2000,21
124,460,3,2,1,2000,28
124,485,3,1,0,2000,22
124,560,2,2,1,2000,24
124,630,2,2,0,2000,28
125,257,3,2,1,2000,12
125,270,3,2,0,2000,7
125,410,2,1,1,2000,30
125,410,2,1,1,2000,30
126,325,3,2,1,2000,18
126,348,3,1,0,2000,22
126,390,3,2,1,2000,7
126,390,3,2,1,2000,7
126,455,2,2,0,2000,24
126,465,3,2,1,2000,24
126,720,2,2,1,2000,28
126,750,2,2,1,2000,15
127,385,3,2,1,2000,25
127,459,3,2,1,2000,24
127,480,3,2,1,2000,16
127,550,2,2,0,2000,19
128,310,2,2,1,2000,31
128,310,2,2,1,2000,31
128,338,3,2,1,2000,29
128,400,3,2,0,2000,6
128,490,2,2,0,2000,18
128,660,2,2,0,2000,27
128,800,2,2,1,2000,19
128,800,2,2,1,2000,19
129,260,4,2,0,2000,7
129,530,3,2,1,2000,23
129,530,3,2,1,2000,23
130,170,2,1,0,2000,12
130,290,3,2,0,2000,7
130,360,1,1,0,2000,30
130,540,3,2,0,2000,24
130,540,3,2,0,2000,24
130,720,3,1,0,2000,22
130,720,3,1,0,2000,22
130,1043,2,2,1,2000,21
131,420,2,1,0,2000,24
131,420,2,1,0,2000,24
131,420,3,2,1,2000,17
132,270,3,2,1,2000,6
132,270,3,2,1,2000,6
132,400,3,2,0,2000,30
132,660,3,2,1,2000,28
132,670,3,2,1,2000,28
133,390,3,2,1,2000,7
133,390,3,2,1,2000,7
133,410,3,2,1,2000,24
133,410,3,2,1,2000,24
133,525,3,2,1,2000,24
133,630,3,2,1,2000,18
133,630,3,2,1,2000,18
133,1150,3,2,1,2000,19
133,1150,3,2,1,2000,19
134,450,3,1,0,2000,14
134,450,3,1,0,2000,14
134,450,3,1,0,2000,14
134,520,3,2,1,2000,18
134,550,2,2,0,2000,15
134,550,2,2,0,2000,15
135,320,3,1,1,2000,11
135,320,3,1,1,2000,11
135,380,2,2,0,2000,33
135,430,3,2,1,2000,22
135,430,3,2,1,2000,22
135,545,3,2,1,2000,14
135,545,3,2,1,2000,14
135,820,2,2,0,2000,31
135,820,2,2,0,2000,31
136,340,3,2,1,2000,7
136,340,3,2,1,2000,7
136,435,3,2,1,2000,24
136,435,3,2,1,2000,24
136,435,3,2,1,2000,24
136,435,3,2,1,2000,24
136,460,2,1,0,2000,12
137,440,3,2,1,2000,14
137,440,3,2,1,2000,14
137,720,3,2,0,2000,23
137,780,3,2,1,2000,17
138,410,3,2,0,2000,29
139,300,3,2,0,2000,29
139,560,3,2,0,2000,9
139,620,3,2,0,2000,27
139,620,3,2,0,2000,27
140,460,3,1,1,2000,24
140,460,3,1,1,2000,24
140,660,4,1,1,2000,17
141,370,3,2,1,2000,6
141,375,3,2,1,2000,24
141,550,3,2,1,2000,11
141,705,2,2,0,2000,20
142,333,3,2,1,2000,6
142,385,3,2,1,2000,22
142,388,3,2,1,2000,7
142,465,3,2,1,2000,19
142,608,3,1,1,2000,22
142,608,3,1,1,2000,22
142,608,3,1,1,2000,22
142,620,3,2,1,2000,18
143,420,3,2,1,2000,26
143,540,3,2,1,2000,21
143,540,3,2,1,2000,29
143,600,3,1,1,2000,20
143,600,3,2,1,2000,13
143,770,3,2,0,2000,32
144,560,3,2,1,2000,26
144,600,3,2,0,2000,26
145,380,3,2,1,2000,14
145,660,3,2,0,2000,31
145,660,3,2,0,2000,31
146,232,3,1,1,2000,32
146,232,3,1,1,2000,32
146,238,4,1,0,2000,6
146,238,4,1,0,2000,6
146,238,4,1,0,2000,6
146,328,3,2,0,2000,13
146,330,3,2,0,2000,6
146,330,3,2,0,2000,6
146,400,3,2,1,2000,7
146,470,3,2,1,2000,19
146,470,3,2,1,2000,19
146,670,3,2,0,2000,18
147,565,3,2,0,2000,33
147,565,3,2,0,2000,33
148,300,3,2,0,2000,13
148,525,3,2,1,2000,5
148,1000,3,2,1,2000,7
149,410,4,1,0,2000,22
149,410,4,1,0,2000,22
149,410,4,1,0,2000,22
149,650,3,2,1,2000,24
149,695,3,2,0,2000,22
149,695,3,2,0,2000,22
150,470,4,2,1,2000,22
150,470,4,2,1,2000,22
150,660,3,1,1,2000,25
150,785,2,1,1,2000,21
151,900,3,2,1,2000,18
151,900,3,2,1,2000,18
151,920,3,2,1,2000,18
152,526,2,2,1,2000,32
152,526,2,2,1,2000,32
152,540,3,1,0,2000,26
152,970,4,2,0,2000,7
152,970,4,2,0,2000,7
153,425,3,1,1,2000,14
153,425,3,1,1,2000,14
153,425,3,1,1,2000,14
153,575,3,2,0,2000,11
153,575,3,2,0,2000,11
153,575,3,2,0,2000,11
153,660,3,2,1,2000,20
153,660,3,2,1,2000,20
153,810,3,2,1,2000,28
153,810,3,2,1,2000,28
153,810,3,2,1,2000,28
153,810,3,2,1,2000,28
154,205,3,2,1,2000,7
154,205,3,2,1,2000,7
156,1130,3,2,0,2000,7
158,530,3,1,1,2000,20
158,530,3,1,1,2000,20
158,563,3,2,0,2000,32
158,567,3,2,1,2000,32
158,567,3,2,1,2000,32
158,567,3,2,1,2000,32
158,567,3,2,1,2000,32
158,790,3,2,1,2000,6
158,845,3,2,1,2000,16
158,845,3,2,1,2000,16
159,380,3,1,1,2000,14
159,380,3,1,1,2000,14
159,380,3,1,1,2000,14
159,410,3,1,1,2000,14
160,238,3,2,0,2000,7
160,800,3,2,1,2000,12
160,800,3,2,1,2000,12
161,500,3,2,1,2000,25
161,500,3,2,1,2000,25
161,1000,3,2,1,2000,11
162,275,3,2,1,2000,23
162,900,3,2,1,2000,13
164,270,3,2,1,2000,1
165,630,3,2,1,2000,23
165,630,3,2,1,2000,23
166,990,3,2,0,2000,27
166,1200,3,1,1,2000,6
169,395,3,2,1,2000,5
170,650,3,2,1,2000,29
170,660,3,2,1,2000,18
170,660,3,2,1,2000,18
170,660,3,2,1,2000,18
173,780,2,2,0,2000,27
173,780,2,2,0,2000,27
175,520,4,2,0,2000,28
176,360,4,2,0,2000,7
176,510,3,2,0,2000,28
177,560,3,2,0,2000,25
177,560,3,2,0,2000,25
177,1050,3,2,0,2000,16
177,1150,3,2,1,2000,15
177,1200,3,2,1,2000,15
178,285,3,1,0,2000,32
178,500,3,2,0,2000,28
178,500,3,2,0,2000,28
178,780,3,2,1,2000,28
178,780,3,2,1,2000,28
178,950,3,2,1,2000,27
180,640,3,2,1,2000,23
180,950,4,2,1,2000,17
180,950,4,2,1,2000,17
183,550,4,2,1,2000,19
184,750,3,2,0,2000,15
184,750,3,2,0,2000,15
185,1200,3,1,0,2000,17
186,810,3,2,0,2000,21
186,810,3,2,0,2000,21
186,900,3,2,1,2000,18
186,900,3,2,1,2000,18
192,265,3,1,0,2000,32
192,725,3,2,1,2000,32
192,750,4,2,1,2000,23
193,350,5,2,1,2000,7
195,668,3,2,0,2000,32
195,920,3,2,1,2000,7
195,920,3,2,1,2000,7
195,920,3,2,1,2000,7
195,920,3,2,1,2000,7
197,1200,4,2,1,2000,15
197,1200,4,2,1,2000,15
200,760,3,2,1,2000,32
201,760,3,2,0,2000,32
202,715,3,1,1,2000,32
206,1600,1,0,0,2000,16
206,1600,1,0,0,2000,16
207,860,3,2,0,2000,21
207,860,3,2,0,2000,21
209,580,4,1,0,2000,21
209,580,4,1,0,2000,21
210,800,3,2,0,2000,20
210,800,3,2,0,2000,20
212,950,4,2,1,2000,21
217,750,3,2,0,2000,18
217,750,3,2,0,2000,18
218,410,5,2,1,2000,7
218,860,4,1,0,2000,2
219,630,4,2,0,2000,7
220,410,5,2,0,2000,4
220,410,5,2,0,2000,4
227,650,3,2,0,2000,33
241,370,3,2,0,2000,4
241,370,3,2,0,2000,4
244,1250,5,3,1,2000,16
244,1250,5,3,1,2000,16
254,610,5,1,0,2000,2
278,498,5,2,0,2000,4
278,1350,5,2,1,2000,18
293,480,4,3,0,2000,11
293,480,4,3,0,2000,11
295,1800,5,3,1,2000,27
338,1280,5,2,0,2000,5
364,1650,4,2,0,2000,17
408,820,3,3,1,2000,2
408,820,3,3,1,2000,2
28,104,1,0,0,2001,24
29,105,1,0,0,2001,23
31,153,1,1,1,2001,7
31,153,1,1,1,2001,7
37,121,1,0,0,2001,20
38,112,1,0,0,2001,20
38,180,1,0,0,2001,12
39,105,1,1,0,2001,14
42,315,1,1,1,2001,6
42,315,1,1,1,2001,6
44,143,1,0,0,2001,22
45,140,1,0,0,2001,22
46,144,1,0,1,2001,14
47,115,1,1,1,2001,7
47,115,1,1,1,2001,7
47,330,1,1,1,2001,7
48,140,1,0,1,2001,14
48,140,1,0,1,2001,14
49,195,1,1,0,2001,21
50,320,1,1,1,2001,6
51,195,2,1,0,2001,6
51,195,2,1,0,2001,6
51,195,2,1,0,2001,6
52,148,1,1,1,2001,9
52,148,1,1,1,2001,9
52,148,1,1,1,2001,9
52,155,1,0,0,2001,18
55,208,2,2,0,2001,15
57,130,1,1,0,2001,6
57,130,1,1,0,2001,6
57,178,1,1,0,2001,20
58,128,2,1,1,2001,6
58,300,1,1,0,2001,15
58,300,1,1,0,2001,15
58,300,1,1,0,2001,15
59,140,1,1,0,2001,6
59,140,1,1,0,2001,6
59,170,1,2,1,2001,20
60,135,1,2,0,2001,6
60,155,1,1,0,2001,6
60,160,1,1,1,2001,28
60,325,1,1,1,2001,19
60,325,1,1,1,2001,19
60,325,1,1,1,2001,19
60,325,1,1,1,2001,19
61,138,2,1,0,2001,6
62,225,1,0,1,2001,28
63,175,1,1,1,2001,25
63,228,1,1,1,2001,28
63,228,1,1,1,2001,28
63,250,1,1,0,2001,22
63,250,1,1,0,2001,22
63,250,1,1,0,2001,22
63,260,1,1,1,2001,28
63,260,1,1,1,2001,28
63,460,1,1,0,2001,21
64,182,1,1,0,2001,6
64,255,1,1,1,2001,28
66,155,1,1,0,2001,6
66,188,1,1,1,2001,24
66,255,2,1,1,2001,6
66,255,2,1,1,2001,24
66,270,1,1,1,2001,16
67,170,1,1,0,2001,6
67,170,1,1,0,2001,6
69,405,2,1,1,2001,6
69,405,2,1,1,2001,6
69,410,2,1,1,2001,6
70,415,1,1,0,2001,26
70,415,1,1,0,2001,26
70,510,2,1,1,2001,10
71,189,1,1,0,2001,6
71,238,2,1,0,2001,19
72,185,2,1,1,2001,6
72,247,2,1,0,2001,19
72,260,1,1,0,2001,11
73,290,2,1,0,2001,6
74,305,1,1,1,2001,18
74,425,1,1,1,2001,14
75,170,1,1,1,2001,17
75,175,2,1,0,2001,6
75,345,2,1,0,2001,6
76,160,1,1,1,2001,19
76,160,1,1,1,2001,19
76,160,1,1,1,2001,19
76,175,1,1,0,2001,17
76,175,1,1,0,2001,17
76,175,1,1,0,2001,17
76,175,1,1,0,2001,17
76,181,1,1,0,2001,17
76,181,1,1,0,2001,17
76,205,2,1,0,2001,6
76,205,2,1,0,2001,6
76,460,2,1,0,2001,27
77,198,2,1,1,2001,6
77,248,2,1,0,2001,6
77,249,2,1,0,2001,20
77,255,2,2,0,2001,20
77,255,2,2,0,2001,20
77,265,2,1,0,2001,20
77,265,2,1,0,2001,20
77,270,2,1,0,2001,20
77,270,2,2,0,2001,20
79,210,2,1,0,2001,6
80,220,2,1,1,2001,28
81,340,2,1,0,2001,17
83,250,1,1,0,2001,22
83,310,2,1,1,2001,6
83,375,2,1,1,2001,6
84,190,2,1,1,2001,7
84,190,2,1,1,2001,7
84,190,2,1,1,2001,7
84,194,2,1,1,2001,7
84,300,2,1,1,2001,18
84,300,2,1,1,2001,18
85,140,2,1,0,2001,6
85,140,2,1,0,2001,6
86,165,2,2,1,2001,6
86,270,2,1,0,2001,28
86,270,2,1,0,2001,28
86,310,2,1,0,2001,22
87,185,2,1,0,2001,6
87,188,2,2,1,2001,6
87,240,2,1,0,2001,22
87,240,2,1,0,2001,22
87,260,2,1,0,2001,9
87,315,2,1,1,2001,24
87,315,2,1,1,2001,24
87,315,2,1,1,2001,24
88,165,2,2,1,2001,6
88,265,1,1,1,2001,24
88,265,1,1,1,2001,24
88,310,2,1,1,2001,6
89,190,2,2,0,2001,6
89,248,2,1,1,2001,25
89,305,2,1,1,2001,6
89,420,2,1,0,2001,11
89,420,2,1,0,2001,11
89,420,2,1,0,2001,11
90,240,2,1,1,2001,9
91,180,2,1,1,2001,6
91,217,2,1,0,2001,5
91,218,2,1,1,2001,7
91,218,2,1,1,2001,7
91,220,2,2,1,2001,7
91,320,2,1,1,2001,24
91,345,2,2,0,2001,23
92,202,2,1,1,2001,25
92,202,2,1,1,2001,25
92,210,2,1,0,2001,32
92,213,2,1,1,2001,7
92,319,2,1,1,2001,21
92,340,3,1,1,2001,6
92,340,3,1,1,2001,6
93,220,2,1,1,2001,32
93,248,2,1,0,2001,23
93,528,2,1,1,2001,14
93,528,2,1,1,2001,14
94,198,2,1,1,2001,6
94,270,2,2,1,2001,6
94,280,2,2,0,2001,22
94,300,2,1,0,2001,15
94,300,2,1,1,2001,25
94,310,2,1,0,2001,22
94,390,2,1,0,2001,22
94,390,2,1,0,2001,22
95,720,3,1,1,2001,6
95,720,3,1,1,2001,6
96,208,2,1,1,2001,5
96,208,2,2,1,2001,10
96,230,2,2,1,2001,24
96,270,2,1,0,2001,7
96,270,2,1,0,2001,7
96,320,2,2,1,2001,4
97,230,2,2,1,2001,24
98,215,2,1,1,2001,18
98,240,2,2,1,2001,6
98,245,3,2,1,2001,6
98,280,2,2,1,2001,9
98,460,2,1,1,2001,28
99,220,2,1,1,2001,19
99,220,2,1,1,2001,19
99,300,2,1,0,2001,18
99,395,2,2,1,2001,11
99,395,2,2,1,2001,11
99,405,2,2,1,2001,5
100,240,3,2,1,2001,6
100,280,2,2,1,2001,21
100,340,2,2,0,2001,19
101,110,2,1,0,2001,6
101,204,2,1,0,2001,17
101,204,2,1,0,2001,17
101,355,2,1,1,2001,17
101,380,3,1,0,2001,20
101,380,3,1,0,2001,20
101,380,3,1,0,2001,20
101,460,2,1,0,2001,1
102,300,3,1,1,2001,28
102,300,3,1,1,2001,28
102,380,2,2,1,2001,29
102,530,2,2,0,2001,30
103,200,2,2,1,2001,6
103,210,2,1,1,2001,7
103,235,2,1,1,2001,7
103,235,2,1,1,2001,7
103,251,2,1,0,2001,7
104,208,3,1,0,2001,6
104,208,3,1,0,2001,6
104,208,3,1,0,2001,6
104,222,2,1,1,2001,7
104,222,2,1,1,2001,7
104,318,3,1,1,2001,24
104,318,3,1,1,2001,24
105,370,2,1,1,2001,5
105,370,2,1,1,2001,5
105,420,2,2,0,2001,33
105,420,2,2,0,2001,33
106,230,2,2,1,2001,10
106,299,2,2,1,2001,7
106,390,2,1,0,2001,22
106,390,2,1,0,2001,22
107,195,2,1,1,2001,17
107,195,3,2,1,2001,6
107,195,3,2,1,2001,6
107,200,2,1,0,2001,17
107,200,2,1,0,2001,17
107,335,2,2,0,2001,25
107,418,2,1,1,2001,24
107,418,2,1,1,2001,24
107,418,2,1,1,2001,24
107,430,2,2,0,2001,4
107,430,2,2,0,2001,4
107,430,2,2,0,2001,4
107,480,2,2,0,2001,15
108,195,3,2,0,2001,7
108,289,2,1,1,2001,6
108,289,2,1,1,2001,6
109,600,2,2,1,2001,26
110,250,2,2,0,2001,5
110,390,2,2,1,2001,16
110,390,2,2,1,2001,16
110,500,2,2,1,2001,6
110,500,2,2,1,2001,6
110,520,2,2,0,2001,16
110,520,2,2,0,2001,16
111,210,2,1,0,2001,6
111,219,2,1,1,2001,7
112,330,2,1,0,2001,6
112,330,2,1,0,2001,6
112,400,2,2,1,2001,11
113,236,2,1,0,2001,17
113,250,3,2,0,2001,6
113,280,2,1,1,2001,7
113,560,2,2,1,2001,20
114,234,3,2,0,2001,6
115,240,2,2,0,2001,7
115,240,2,2,0,2001,7
115,240,2,2,0,2001,7
115,480,2,1,0,2001,33
115,480,2,1,0,2001,33
115,550,2,2,1,2001,12
117,265,2,1,1,2001,7
117,265,3,2,1,2001,10
117,265,3,2,1,2001,10
117,380,2,1,0,2001,21
117,510,3,2,1,2001,11
118,250,3,2,0,2001,7
118,270,3,2,0,2001,6
118,320,2,2,0,2001,14
118,510,3,2,0,2001,26
118,510,3,2,0,2001,26
118,510,3,2,0,2001,26
119,235,2,1,0,2001,6
119,245,2,2,0,2001,6
119,255,3,2,1,2001,6
119,255,3,2,1,2001,6
121,400,3,2,1,2001,24
121,445,3,1,1,2001,23
124,205,3,2,0,2001,6
124,205,3,2,0,2001,6
124,267,2,2,0,2001,17
124,267,2,2,0,2001,17
125,263,3,1,1,2001,7
125,263,3,1,1,2001,7
127,268,3,1,0,2001,7
127,390,3,2,1,2001,25
127,390,3,2,1,2001,25
127,428,3,1,1,2001,25
127,520,3,2,1,2001,5
129,383,3,2,1,2001,22
129,395,3,1,1,2001,25
129,510,3,1,1,2001,16
130,268,3,2,1,2001,6
130,268,3,2,1,2001,6
130,270,3,2,1,2001,10
130,270,3,2,1,2001,10
130,270,3,2,1,2001,10
130,275,3,2,1,2001,7
130,460,2,1,1,2001,21
130,580,3,2,1,2001,16
130,580,3,2,1,2001,16
130,615,3,2,0,2001,16
130,615,3,2,0,2001,16
131,255,3,2,0,2001,6
131,430,3,2,0,2001,26
131,590,3,2,0,2001,5
131,590,3,2,0,2001,5
133,620,3,2,1,2001,6
133,670,2,2,1,2001,19
133,670,2,2,1,2001,19
133,900,2,2,1,2001,12
135,435,3,1,0,2001,13
135,545,3,2,1,2001,14
135,640,3,2,0,2001,26
136,348,3,2,0,2001,6
136,348,3,2,0,2001,6
137,480,3,2,0,2001,11
137,770,3,2,0,2001,19
137,810,3,2,1,2001,15
139,550,2,1,1,2001,12
139,550,3,2,1,2001,26
141,250,3,1,0,2001,17
141,250,3,1,0,2001,17
141,255,3,2,1,2001,17
141,260,3,1,1,2001,17
141,428,4,1,1,2001,7
141,500,3,2,1,2001,20
142,240,3,2,0,2001,18
142,535,3,2,1,2001,14
142,700,3,2,1,2001,18
143,250,3,2,1,2001,7
143,250,3,2,1,2001,7
143,790,3,2,0,2001,17
143,790,3,2,0,2001,17
144,530,3,2,1,2001,29
144,530,3,2,1,2001,29
145,275,3,2,1,2001,18
147,210,3,2,0,2001,6
147,358,3,1,0,2001,1
147,358,3,1,0,2001,1
147,358,3,1,0,2001,1
147,358,3,1,0,2001,1
147,590,3,2,1,2001,15
148,270,4,2,0,2001,6
148,270,4,2,0,2001,6
149,510,3,2,1,2001,23
150,285,3,1,1,2001,12
151,350,4,2,0,2001,6
152,265,4,2,1,2001,6
154,710,4,2,0,2001,6
156,330,2,2,1,2001,32
156,450,3,1,0,2001,25
156,450,3,1,0,2001,25
156,820,3,1,1,2001,16
157,580,3,1,1,2001,9
157,600,2,2,0,2001,22
158,330,3,2,1,2001,14
158,342,3,1,1,2001,1
158,840,3,2,1,2001,20
159,320,3,2,0,2001,14
159,356,3,2,0,2001,14
159,770,4,1,1,2001,24
159,770,4,1,1,2001,24
160,260,3,2,1,2001,7
160,315,3,1,0,2001,12
160,450,4,2,0,2001,1
161,280,3,2,1,2001,7
161,280,3,2,1,2001,7
161,280,3,2,1,2001,7
161,310,3,1,0,2001,12
161,310,3,1,0,2001,12
163,300,3,2,0,2001,18
163,300,3,2,0,2001,18
165,280,3,2,0,2001,32
165,280,3,2,0,2001,32
165,280,3,2,0,2001,32
165,1200,3,2,0,2001,25
165,1350,3,2,0,2001,26
166,320,3,2,0,2001,18
166,750,4,2,0,2001,18
169,249,3,2,1,2001,7
170,520,3,2,1,2001,18
172,600,3,2,0,2001,33
172,600,3,2,0,2001,33
172,999,3,2,1,2001,26
173,600,4,1,1,2001,12
173,600,4,1,1,2001,12
177,420,3,2,0,2001,7
177,420,3,2,0,2001,7
178,310,4,1,1,2001,32
178,310,4,1,1,2001,32
179,370,3,1,0,2001,12
179,830,3,1,1,2001,9
180,455,4,2,1,2001,5
181,318,4,2,1,2001,6
184,360,4,2,0,2001,14
184,360,4,2,0,2001,14
186,375,4,1,1,2001,12
186,840,4,2,1,2001,16
186,840,4,2,1,2001,16
187,320,4,2,1,2001,7
187,320,4,2,1,2001,7
187,560,4,2,1,2001,3
205,350,3,1,0,2001,17
209,1350,3,2,1,2001,22
209,1350,3,2,1,2001,22
209,1350,3,2,1,2001,22
212,1100,4,2,1,2001,12
212,1280,4,2,1,2001,12
219,290,3,2,0,2001,7
219,290,3,2,0,2001,7
220,280,4,2,0,2001,7
220,280,4,2,0,2001,7
229,350,4,2,0,2001,14
247,399,4,2,0,2001,13
247,399,4,2,0,2001,13
260,625,5,2,0,2001,3
28,105,1,0,1,2002,14
28,105,1,0,1,2002,14
28,170,1,1,1,2002,10
28,170,1,1,1,2002,10
31,190,1,0,0,2002,12
31,190,1,0,0,2002,12
31,220,1,1,1,2002,20
31,220,1,1,1,2002,20
32,195,1,1,1,2002,20
35,175,1,1,1,2002,20
35,175,1,1,1,2002,20
37,220,1,1,1,2002,20
40,230,2,1,0,2002,4
46,205,1,0,0,2002,18
47,168,1,1,1,2002,19
47,168,1,1,1,2002,19
48,170,1,1,0,2002,26
48,170,1,1,0,2002,26
48,170,1,1,0,2002,26
48,185,1,1,0,2002,15
50,249,1,1,1,2002,16
51,170,2,1,1,2002,6
51,170,2,1,1,2002,6
52,175,1,0,1,2002,24
52,175,1,0,1,2002,24
52,180,1,1,0,2002,25
52,195,1,1,1,2002,24
52,195,1,1,1,2002,24
52,255,1,1,0,2002,29
52,255,1,1,0,2002,29
52,280,2,1,1,2002,5
52,280,2,1,1,2002,5
52,280,2,1,1,2002,5
53,170,1,1,1,2002,6
53,220,1,1,1,2002,18
53,220,1,1,1,2002,18
54,168,2,1,1,2002,6
54,168,2,1,1,2002,6
54,168,2,1,1,2002,6
54,200,1,1,0,2002,15
54,200,1,1,0,2002,15
54,200,1,1,0,2002,15
54,215,2,1,0,2002,15
54,215,2,1,0,2002,15
54,215,2,1,0,2002,15
54,230,1,0,0,2002,32
54,360,1,1,0,2002,16
55,195,1,0,1,2002,29
57,115,1,1,0,2002,6
57,166,1,1,0,2002,2
57,190,1,1,0,2002,22
57,190,1,1,0,2002,22
57,190,1,1,0,2002,22
57,190,1,1,0,2002,22
57,280,1,1,1,2002,17
59,220,1,0,1,2002,21
59,220,1,0,1,2002,21
59,220,1,0,1,2002,21
59,245,1,0,1,2002,28
59,249,1,1,0,2002,28
59,345,2,1,0,2002,20
61,230,1,1,1,2002,18
61,230,1,1,1,2002,18
61,255,1,1,1,2002,21
62,168,1,1,0,2002,6
62,235,1,0,1,2002,24
62,250,1,0,1,2002,24
62,250,1,0,1,2002,24
63,139,1,1,0,2002,11
63,160,1,1,0,2002,6
63,160,1,1,0,2002,6
64,155,1,1,1,2002,6
64,155,1,1,1,2002,6
64,215,2,1,0,2002,6
64,215,2,1,0,2002,6
65,225,1,1,1,2002,22
65,235,1,1,0,2002,26
66,185,1,1,0,2002,5
66,185,1,1,0,2002,5
66,185,1,1,0,2002,5
66,195,1,1,1,2002,7
67,138,2,1,1,2002,6
67,195,2,1,0,2002,6
67,261,2,1,1,2002,9
67,505,2,1,1,2002,6
68,205,1,1,0,2002,6
68,205,1,1,0,2002,6
68,215,1,1,0,2002,25
68,525,2,1,1,2002,6
69,205,2,1,1,2002,6
70,165,1,1,0,2002,11
70,165,1,1,0,2002,11
70,310,1,1,1,2002,18
70,310,1,1,1,2002,18
71,158,3,1,1,2002,6
71,168,3,1,1,2002,6
71,189,1,1,1,2002,2
72,145,2,1,0,2002,26
72,180,1,1,0,2002,25
72,180,1,1,0,2002,25
73,175,2,1,0,2002,6
73,220,2,2,1,2002,20
73,239,2,2,1,2002,6
73,239,2,2,1,2002,6
73,360,2,1,1,2002,6
73,380,2,1,1,2002,6
73,390,1,2,1,2002,6
74,170,1,2,1,2002,5
74,170,1,2,1,2002,5
74,170,1,2,1,2002,5
75,268,1,2,1,2002,24
75,380,2,1,1,2002,16
75,380,2,1,1,2002,16
77,300,1,1,1,2002,23
77,310,2,1,1,2002,18
78,167,2,1,1,2002,20
78,167,2,1,1,2002,20
78,170,2,1,1,2002,20
78,510,2,1,1,2002,6
78,510,2,1,1,2002,6
79,210,2,1,1,2002,6
79,210,2,1,1,2002,6
79,242,2,1,1,2002,10
80,210,2,1,1,2002,2
80,215,2,2,0,2002,6
80,245,1,1,0,2002,16
81,210,2,1,1,2002,18
81,255,2,1,1,2002,6
81,500,2,2,1,2002,12
82,165,2,1,1,2002,6
82,210,2,1,0,2002,1
82,210,2,1,0,2002,1
82,270,2,2,0,2002,11
82,335,2,1,0,2002,8
82,335,2,1,0,2002,8
83,295,1,2,0,2002,23
83,295,1,2,0,2002,23
83,322,1,1,1,2002,15
